X,Y,OBJECTID,PARK_CAT,TMK,PARK_TYPE,PARK_NAME,MAIN_DIST,LINK_ID,LEGAL_ACRES,FIRST_BASEBALL,FIRST_SOFTBALL,FIRST_FOOTBALL,FIRST_SOCCER,FIRST_RUGBY,FIRST_BASKETBALL,FIRST_TENNIS,FIRST_VOLLEYBALL,FIRST_TETHERBALL,FIRST_GOLF,FIRST_COMM_GARDEN,FIRST_HIKING,FIRST_JOGGING,FIRST_EXERCIZE_FIELDS,FIRST_SKATING,FIRST_SKATEBOARDING,FIRST_OUTRIGGER_CANOE,FIRST_PICNICING,FIRST_CAMPING_TENT,FIRST_CAMPING_TRAILER,FIRST_CHILD_PLAYGROUND,FIRST_SWIMMING,FIRST_GYMNASTICS,FIRST_INDOOR_REC,FIRST_ART_WORK,FIRST_BLEACHER,FIRST_BUS_STOP,FIRST_COMM_GARDEN_PLOTS,FIRST_CONCESSION,FIRST_DRINKING_WATER,FIRST_EXERCISE_AREA,FIRST_HANDICAP_ACCESS,FIRST_HANDICAP_PARKING_STALLS,FIRST_HISTORIC_SITE,FIRST_LANDSCAPE,FIRST_LIFEGUARD_TOWERS,FIRST_LIGHTS,FIRST_PARKING_STALLS,FIRST_PAY_PHONE,FIRST_PICNIC_TABLES,FIRST_RESTROOM,FIRST_SHADE_TREE,FIRST_SHOWER,LANDWATCONSFUND,STAFFED,PHONE,TOTAL_ACRE,TOTAL_SQFT,TOTAL_ROOMS,MAINT_DIST,NEIGHBORHOOD,COUNCIL,FIRST_CITY,FIRST_NAME,FIRST_ZIP,FIRST_POOL_MANAGER,FIRST_POOL_PHONE,FIRST_POOL_ADDRESS
-158.186082455427368,21.448027786579612,227,1,85001060,3,Herbert K Pililaau Community Park,3,82,10.43999958,T,F,T,F,F,T,F,T,F,F,F,F,F,F,T,T,F,T,F,F,T,F,F,T,F,T,F,F,F,T,F,F,F,F,F,F,T,T,F,F,T,T,F,,,696-4442,10.44,454766,,3,24,1,Waianae   ,85-166 Plantation Road       ,96792   ,,,
-157.732221842833667,21.39350907819194,228,1,42018014,1,Kaelepulu Mini Park,4,83,1.63999999,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,,,None,1.29,71438,,4,31,3,Kailua    ,207 Awakea Road              ,96734   ,,,
-157.732643489123433,21.383931696972503,229,1,42002037,3,Enchanted Lake Community Park,4,157,5.78000021,F,F,F,T,F,T,F,T,F,F,F,F,F,T,F,F,F,T,F,F,T,F,F,T,F,F,F,F,F,F,T,F,T,F,F,F,T,T,T,F,T,F,F,,,266-7665,5.78,251777,,4,31,3,Kailua    ,770 Keolu Drive              ,96734   ,,,
-157.752424577047691,21.376127989073208,230,1,42043002,2,Maunawili Neighborhood Park,4,132,4.21000004,F,T,F,T,F,T,F,T,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,F,F,T,F,F,F,F,F,F,F,F,T,F,F,F,T,T,T,T,F,,,266-7611 ,4.21,183388,,4,31,3,Kailua   ,1489 Ulupii Stre,96734    ,,,
-157.880148450200863,21.373970725100051,231,1,11012035,2,Moanalua Valley Neighborhood Park,2,332,2.8499999,F,F,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,T,F,F,T,F,F,T,T,F,,,,2.85,124146,,2,17,8,Honolulu  ,1857 Ala Aolani Street       ,96819   ,,,
-157.736223972465893,21.371168310378199,232,1,42092001,2,Keolu Hills Neighborhood Park,4,172,6.34000015,F,F,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,T,F,F,,,None    ,6.34,276170,,4,31,3,Kailua    ,1416 Keolu Drive             ,96734   ,,,
-157.754844523952471,21.381086934259468,233,1,42031016,1,Pohakupu Mini Park,4,126,3.53999996,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,,,None    ,3.54,154202,,4,31,3,Kailua    ,1329 Kailua Road             ,96734   ,,,
-157.749136957321838,21.281229185542333,234,1,36006045,2,Nehu Neighborhood Park,1,108,1.32000005,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,,None    ,1.32,57499,,1,2,4,Honolulu  ,5231 Nehu Place              ,96821   ,,,
-157.75726847774277,21.278173109445664,235,1,36011009,3,Aina Haina Community Park,1,97,6.19999981,F,F,F,F,F,T,T,T,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,F,F,F,F,F,F,T,F,F,F,T,T,F,F,T,F,F,,,373-2722,6.2,270072,,1,2,4,Honolulu,827 West Hind Drive,96821,,,
-157.77769308826646,21.269597301515777,236,1,35023004,7,Waialae Beach Park,1,23,4.38000011,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,T,T,F,T,T,F,,,None    ,4.38,190793,,1,,4,Honolulu  ,4925 Kahala Avenue           ,96816   ,,,
-157.794663885960574,21.26944028817606,237,1,32059002,4,Kilauea District Park,1,124,6.57999992,F,T,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,T,T,F,F,F,F,F,T,F,T,T,F,T,F,F,T,T,F,T,T,F,,Y,733-7355 ,6.58,286625,,1,4,4,Honolulu,4109 Kilauea Ave,96816,,,
-157.710072663462284,21.266252843245098,238,1,39026002,14,Kokee Place,1,281,0.46000001,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,,None    ,0.46,20038,,1,,,Honolulu  ,158 Kokee Place              ,96825   ,,,
-157.780598373659785,21.265779179398304,239,1,35006032,14,Kahala Avenue at Koloa Street C,1,250,0.15000001,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,,None    ,0.15,6534,,1,,4,Honolulu  ,Kahala Avenue & Koloa Street ,96821   ,,,
-157.781078857463797,21.265319751529496,240,1,35005076,14,Kahala Avenue at Koloa Street A,1,248,0.15000001,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,,None    ,0.15,6534,,1,,4,Honolulu  ,Kahala Avenue & Koloa Street ,96821   ,,,
-157.781701700469995,21.264911259927722,241,1,35005073,14,Kahala Avenue at Koloa Street B,1,249,0.14,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,,None    ,0.14,6098,,1,3,4,Honolulu  ,Kahala Avenue & Koloa Street ,96821   ,,,
-157.784107853747827,21.263289897964583,242,1,35004053,14,Kahala Avenue at Hunakai Street,1,246,0.08,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,,None    ,0.08,3485,,1,,4,Honolulu  ,Kahala Avenue & Hunakai Stree,96821   ,,,
-157.711243839743133,21.262724864824992,243,1,39028025,14,Hanapepe Loop,1,261,0.03,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,,None    ,0.03,1307,,1,,,Honolulu  ,Hanapepe Loop                ,96825   ,,,
-157.786955243172116,21.261643141040437,244,1,35003041,14,Kahala Avenue at Kala Place,1,247,0.07,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,,None    ,0.07,3049,,1,,4,Honolulu  ,Kahala Avenue & Kala Place   ,96821   ,,,
-157.860184158394475,21.309815566127941,245,1,21010,11,Union Street Mall,2,188,0.36000001,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,,,None    ,0.36,15682,,2,13,6,Honolulu  ,Between Hotel & Bishop Street,96813   ,,,
-157.830899083075792,21.308857282828921,246,1,25020001,1,Archie Baker Mini Park,2,286,1.25999999,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,T,F,,,None    ,1.26,54886,,2,10,6,Honolulu  ,1959 Makiki Heights Drive    ,96822   ,,,
-157.86169657859611,21.309127932660132,247,1,21012003,1,Robert W. Wilcox Mini Park,2,335,0.31999999,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,,,None    ,0.32,13939,,2,13,6,Honolulu  ,102 South King Street        ,96813   ,,,
-157.831909283293726,21.306455148285558,248,1,24023054,1,Makiki Street Mini Park,2,264,0.15000001,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,T,F,F,T,F,,,None    ,0.15,6534,,2,10,6,Honolulu  ,1841 Makiki Street           ,96822   ,,,
-157.709677321933498,21.302891314960632,249,1,39049028,2,Hahaione Valley Neighborhood Park,1,256,6.15999985,F,F,F,T,F,T,T,T,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,T,T,F,,,,6.16,,,1,,,Honolulu  ,785 Ainapo Street            ,96825   ,,,
-157.841874736979804,21.303749594038273,250,1,24020056,1,Piikoi Street Mini Park,2,233,0.11,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,,,None    ,0.11,4792,,2,10,5,Honolulu  ,1409 Piikoi Street           ,96822   ,,,
-157.849099317407848,21.302673899551365,251,1,24001001,5,Thomas Square,2,1,6.42000008,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,T,F,F,F,F,F,F,T,F,F,F,F,F,F,T,F,T,T,F,F,T,F,F,T,T,F,,,None    ,6.42,279655,,2,10,6,Honolulu  ,925 South Beretania Street   ,96814   ,,,
-157.818846216547712,21.303131746957579,252,1,29003006,5,Kamanele Square,1,14,2.04999995,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,T,F,F,F,F,F,F,T,T,F,,,none    ,2.05,89298,,1,7,5,Honolulu  ,2237 University Avenue       ,96822   ,,,
-157.833032352303917,21.302609206506244,253,1,24008001,5,Punahou Square,2,37,0.52999997,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,T,F,F,F,F,T,F,F,T,F,F,F,T,F,F,T,F,,,None    ,0.53,23087,,2,10,5,Honolulu  ,1526 Punahou Street          ,96822   ,,,
-157.836338550373,21.303518209668731,254,1,24022001,4,Makiki District Park,2,268,8.69999981,F,F,F,F,F,T,T,T,F,F,T,F,F,F,F,F,F,T,F,F,F,F,F,T,F,F,T,T,F,T,F,T,T,T,T,F,F,T,T,T,T,T,F,,Y,522-7082 ,8.7,378972,,2,10,5,Honolulu ,1527 Keeaumoku S,96822    ,,,
-157.91398840432629,21.39186722715781,255,1,99006020,2,Napuanani Neighborhood Park,2,107,4.42999983,F,F,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,T,T,F,,,None    ,4.43,192971,,2,20,8,Aiea      ,99-1200 Napuanani Road       ,96701   ,,,
-157.796878405722254,21.259785382281166,256,1,31047003,1,Fort Ruger Mini Park,1,227,3.24000001,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,T,T,F,F,F,T,F,F,T,F,,,None,3.24,141134,,1,3,4,Honolulu  ,3906 Kahala Avenue           ,96816   ,,,
-157.707650122977611,21.25983724597787,257,1,39013034,14,Lumahai Street,1,283,0.07,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,,None    ,0.07,3049,,1,1,4,Honolulu  ,Lumahai Street               ,96825   ,,,
-157.81699712752453,21.257612338037983,258,1,31036007,7,Makalei Beach Park,1,222,0.70999998,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,T,F,T,F,F,T,F,F,F,T,T,F,F,T,,,None     ,0.71,30928,,1,5,4,Honolulu ,3111 Diamond Hea,96815    ,,,
-157.815088742915918,21.256493540028583,259,1,31036001,7,Leahi Beach Park,1,291,1.27999997,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,,,None    ,1.28,55757,,1,5,,Honolulu  ,3187 Diamond Head Road       ,96815   ,,,
-157.81100423386016,21.256037563272589,260,1,31042004,7,Diamond Head Beach Park,1,5,1.16999996,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,,,None    ,1.17,50965,,1,5,4,Honolulu  ,3300 Diamond Head Road       ,96815   ,,,
-157.80595730431142,21.255412215238579,261,1,31042002,7,Kuilei Cliffs Beach Park,1,96,10.60999966,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,T,F,F,F,F,T,F,F,F,F,T,F,F,T,T,F,F,F,T,,,None     ,10.61,462172,,0,3,4,Honolulu ,3451 Diamond Hea,96816    ,,,
-157.793408937414,21.255585212401531,262,1,31041026,14,Kaikoo Place,1,313,0.03,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,,None    ,0.03,1307,,1,3,4,Honolulu  ,Kaikoo Place                 ,96821   ,,,
-157.666786928824422,21.28884873243215,263,1,39011002,7,Sandy Beach Park,1,197,32.81999969,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,T,F,T,T,T,T,T,T,,,,32.82,,,1,1,,Honolulu ,8801 Kalanianaol,96795    ,,,
-157.705132486476117,21.343244266563389,264,1,41015015,7,Waimanalo Bay Beach Park,4,379,74.76000214,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,T,F,T,,,259-8774,74.76,3256546,,4,,,Waimanalo ,41-043 Aloiloi Street        ,96795   ,,,
-157.911411420834867,21.346374050392495,265,1,11059005,2,Hoa Aloha Neighborhood Park,2,305,3.99000001,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,T,T,F,,,None    ,3.99,173804,,2,18,7,Honolulu  ,949 Ala Loke Street          ,96818   ,,,
-157.903204418121135,21.345885153832235,266,1,11065038,1,Likini Street Mini Park,2,380,1.28999996,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,T,F,,,None    ,1.29,56192,,2,18,7,Honolulu  ,5375 Likini Street           ,96818   ,,,
-157.866265194327269,21.321279503625785,267,1,17031,11,Banyan Court Mall,2,309,0.27000001,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,T,T,F,F,F,T,F,F,F,F,,,None    ,0.27,11761,,2,15,7,Honolulu  ,1190 Banyan Street           ,96817   ,,,
-157.852580697126683,21.319492981394983,268,1,22009012,2,Kawananakoa Neighborhood Park,2,31,2.38000011,F,F,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,F,T,T,F,,,None    ,2.38,103673,,2,12,6,Honolulu  ,1901 Pauoa Road              ,96813   ,,,
-157.849739889710492,21.317580531510661,269,1,22008059,2,Auwaiolimu Neighborhood Park,2,57,1.83000004,F,F,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,T,F,F,,,None    ,1.83,79715,,2,12,6,Honolulu  ,1848 Lusitana Street         ,96813   ,,,
-157.778651791792981,21.281114872334474,270,1,35036014,2,Aina Koa Neighborhood Park,1,116,2.41000009,F,F,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,T,F,F,,,None,2.41,104980,,1,3,4,Honolulu  ,1331 Ainakoa Avenue          ,96821   ,,,
-157.83710776685416,21.281279345638762,271,1,26005006,7,Duke Paoa Kahanamoku Beach Park,1,179,0.43000001,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,T,F,T,F,T,,,None    ,0.43,18731,,1,9,4,Honolulu  ,193 Paoa Place               ,96815   ,,,
-157.830465426223839,21.280921300621404,272,1,26003019,5,Don Ho Memorial Park,1,16,0.15000001,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,F,T,F,F,T,F,,,None    ,0.15,6534,,1,9,4,Honolulu  ,Beach Walk & Kalakaua Avenue ,96815   ,,,
-157.815995560599703,21.271614715571726,273,1,,3,Paki Community Park,1,12,2.20000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,733-7368,2.2,,,1,5,,Honolulu,3503 Leahi Ave,96815,,,
-157.839402071808053,21.512668188705803,274,1,49004001,6,Kualoa Regional Park,4,242,153.41000366,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,T,T,F,F,F,F,T,F,F,F,F,T,T,F,F,T,T,T,T,F,T,T,T,T,T,T,,Y,237-8525 ,153.41,6682540,,4,,,Kaneohe  ,49-479 Kamehameh,96744    ,,,
-157.999506899544286,21.505940221634461,275,1,75027002,2,Iliahi Neighborhood Park,3,169,3.11999989,F,F,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,T,F,,,622-4751,3.12,135907,,3,26,2,Wahiawa   ,2021 California Avenue       ,96786   ,,,
-158.002976172164381,21.505862795457691,276,1,75012065,5,Alahula Square,3,52,0.28,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,,,None    ,0.28,12197,,3,26,2,Wahiawa   ,1923 Alahula Way             ,96786   ,,,
-157.739774277809147,21.404588952337956,277,1,43016004,7,Kalama Beach Park,4,317,4.28000021,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,T,F,T,F,F,T,F,F,T,F,F,,Y,266-7655,4.28,186437,,4,,,Kailua    ,248 North Kalaheo Avenue     ,96734   ,,,
-157.786401511494688,21.402569670831472,278,1,45065002,2,Kaluapuhi Neighborhood Park,4,269,5.78999996,F,F,F,T,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,T,F,F,,,None    ,5.79,252212,,4,30,3,Kaneohe   ,45-170 Keana Road            ,96744   ,,,
-157.918770948963612,21.624004471871686,279,1,55001002,7,Kokololio Beach Park,4,338,15.51000023,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,T,T,F,F,F,T,T,F,T,T,F,,,None    ,15.51,675616,,4,28,,Laie      ,55-017 Kamehameha Highway    ,96762   ,,,
-157.798673554688889,21.412484364522122,280,1,45018002,2,Kaneohe Civic Center Neigh. Park,4,163,4.17999983,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,,,None    ,4.18,182081,,4,30,3,Kaneohe   ,45-270 Waikalua Road         ,96744   ,,,
-157.683420558152562,21.306208557672761,281,1,39098090,2,Kamilo Iki Neighborhood Park,1,185,7.19000006,T,F,F,T,F,T,F,T,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,T,F,F,F,T,T,F,,,None    ,7.19,313196,,1,1,4,Honolulu  ,1109 Lunalilo Home Road      ,96825   ,,,
-157.715359092775145,21.391528194244717,282,1,43007062,14,Mokulua Drive C,4,226,0.07,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,,None    ,0.07,3049,,4,31,,Kailua    ,Mokulua Drive                ,96734   ,,,
-157.898282844181296,21.33041571700203,283,1,11003006,7,Keehi Lagoon Park,2,115,71.98000336,T,F,F,T,F,F,T,F,F,F,F,F,F,F,F,F,T,F,F,F,T,F,F,F,F,T,F,F,F,F,F,F,T,F,T,F,T,T,T,F,T,T,F,,,831-7111,71.98,3135449,,2,19,,Honolulu  ,465 Lagoon Drive             ,96819   ,,,
-158.046705506100437,21.66886152341765,284,1,59019,14,Ke Nui Road C,4,216,0.11,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,,None    ,0.11,4792,,4,27,,Haleiwa   ,Ke Nui Road                  ,96712   ,,,
-158.050914561237278,21.664940463134275,285,1,59020022,7,Ehukai Beach Park,4,17,1.21000004,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,T,F,F,T,T,T,T,F,T,F,T,T,T,T,,,None     ,1.21,52708,,4,27,2,Haleiwa  ,59-337 Ke-Nui Ro,96712    ,,,
-157.995267867838919,21.313203001836612,286,1,91023,14,Ewa Beach Road K,3,350,0.03,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,,None    ,0.03,1307,,3,,1,Ewa Beach ,next to TMK 9-1-023:011      ,96706   ,,,
-157.711249991636436,21.261431675732553,287,1,39028019,14,Koko Kai,1,282,0.60000002,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,,None    ,0.6,26136,,1,,,Honolulu  ,10 Hanapepe Place            ,96825   ,,,
-157.789996922500677,21.260143277037077,288,1,35003039,14,Kahala Avenue at Elepaio Street,1,245,0.07,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,,None    ,0.07,3049,,1,,4,Honolulu  ,Kahala Avenue & Elepaio Stree,96821   ,,,
-157.916676335245029,21.373706031973597,289,1,99072044,4,Halawa District Park,2,229,20.17000008,T,F,T,F,F,T,T,T,F,F,F,F,F,F,F,F,F,T,F,F,T,F,T,T,F,T,F,F,F,F,F,T,T,F,F,F,T,T,T,F,T,T,F,,,483-7852,20.17,878605,,2,20,8,Aiea      ,99-795 Iwaiwa Street         ,96701   ,,,
-158.049916034720297,21.666298504489504,290,1,59001038,7,Sunset Beach Park,4,372,17.72999954,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,,None     ,17.73,772319,,4,,,Haleiwa  ,59-104 Kamehameh,96712    ,,,
-157.869266106872118,21.330705133754936,291,1,16023001,1,Peter Buck Mini Park,2,276,1.23000002,F,F,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,F,F,F,F,F,F,T,F,F,F,F,T,F,F,F,F,T,F,T,F,,,None     ,1.23,53579,,2,15,7,Honolulu ,1222 Houghtailin,96817    ,,,
-157.820072670572358,21.280946203333219,292,1,27036002,13,Ala Wai Golf Course,1,119,145.61999512,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,F,F,T,F,F,F,F,F,T,F,F,T,F,T,T,F,T,T,F,T,F,F,T,T,F,T,T,F,,Y,734-8933 ,145.62,6343207,,1,5,,Honolulu,404 Kapahulu Ave,96815,,,
-157.754893723036389,21.297612784976678,293,1,36021014,16,Aina Haina Slide Area,1,273,4.55000019,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,,,None     ,4.55,198198,,1,2,4,Honolulu ,Hao Street & Hin,96821    ,,,
-157.86369011205278,21.312782058273886,294,1,17003,11,Kekaulike Street Mall,2,243,0.263,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,T,F,,,None     ,19.5,849420,,3,,,Waianae  ,85-471 Farringto,96792    ,,,
-157.711758961622138,21.387253229877938,295,1,43005087,14,Mokulua Drive B,4,225,0.08,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,,None    ,0.08,3485,,4,31,,Kailua    ,Mokulua Drive                ,96734   ,,,
-157.715179275718128,21.342598440013887,296,1,41009264,4,Waimanalo District Park,4,323,25.30999947,T,F,T,T,F,T,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,T,T,F,T,F,F,,,259-8926,25.31,1102504,,4,32,3,Waimanalo ,41-415 Hihimanu Street       ,96795   ,,,
-158.080394518271504,21.623054840090429,297,4,61008017,7,Kawailoa Beach Park (undeveloped),4,377,0.38999999,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,,,None     ,0.39,16988,,4,27,2,Haleiwa  ,61-479 Kamehameh,96712    ,,,
-158.094434111228935,21.612777452041112,298,1,61004091,14,Papailoa Road,4,275,0.05,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,,None    ,0.05,2178,,4,,2,Haleiwa   ,Papailoa Road                ,96712   ,,,
