objectid,site_label,site_name,url,legislation,har_link,statute_link,mma_type,mma_designation,location,permitted,prohibited,exceptions_and_permits,penalty,additional_information,st_areashape,st_perimetershape
58,Nenue Point - Kealakekua Bay Netting Restricted Area,Nenue Point-Kealakekua Bay NRA,http://dlnr.hawaii.gov/dar/fishing/fishing-regulations/regulated-areas/regulated-fishing-areas-on-hawaii/#west-hawaii-regional-fishery-management-area,HAR 13-60.4,http://dlnr.hawaii.gov/dar/files/2014/05/ch60.4.pdf,N/A,NRA,Netting Restricted Area,"Identified on shore to the north by the northern boundary of the Red Hill fish replenishment area and to the south by the northern boundary of the Kealakekua Bay marine life conservation district, and bounded by the following coordinates as given in the administrative rule: 19° 30.823’ N, 155° 57.630’ W (Northern Landward); 19° 28.699’ N, 155° 56.114’ W (Southern Landward); 19° 30.166’ N, 155° 58.953’ W (Northern Seaward); 19° 28.316’ N, 155° 56.983’ W (Southern Seaward)","All types of fishing, except as indicated in prohibited activities below.","To take, kill, possess, sell, or offer for sale, any specimen of the following: Hawaiian stingray, broad stingray, pelagic stingray, spotted eagle ray, blacktip reef shark, gray reef shark, whitetip reef shark, tiger shark, whale shark, horned helmet, and Triton’s trumpet. See administrative rule for species list. To engage in SCUBA spearfishing, possess both SCUBA gear and a spear at the same time, or possess SCUBA gear and any specimen of speared aquatic life at the same time. Collect aquatic life for aquarium purposes. Possess aquarium collecting gear, or take or possess any aquatic life for aquarium purposes, except aboard a vessel in active transit through those areas, provided no collecting gear is in the water during transit. Boats adrift, anchored or moored are not considered to be in transit. To engage in fish feeding. To engage in lay net fishing. Additional restrictions apply for certain activities and gear types; visit the website for more details.",N/A,"Any person violating any provision of this chapter, or any term or condition of any permit issued pursuant to this chapter, shall be subject to the provisions of sections 187A-12.5 and 188-70, Hawaii Revised Statutes, or as may be otherwise provided by law.",Visit the website or administrative rules for lay net registration and use requirements and details on aquarium permitting restrictions.,9178481.73524342,17640.6844636264
59,Hanamalo Point - Kanewa‘a Netting Restricted Area,Hanamalo Pt-Kanewaa Pt NRA,http://dlnr.hawaii.gov/dar/fishing/fishing-regulations/regulated-areas/regulated-fishing-areas-on-hawaii/#west-hawaii-regional-fishery-management-area,HAR 13-60.4,http://dlnr.hawaii.gov/dar/files/2014/05/ch60.4.pdf,N/A,NRA,Netting Restricted Area,"Identified on shore to the north by Hanamalo Point, inclusive of Okoe Bay and Kapu‘a Bay, and to the south by Kanewa‘a Point, South Kona, and bounded by the following coordinates as given in the administrative rule: 19° 09.273’ N, 155° 54.973’ W (Northern Landward); 19° 07.091’ N, 155° 55.115’ W (Southern Landward); 19° 09.275’ N, 155° 55.564’ W (Northern Seaward); 19° 07.093’ N, 155° 55.313’ W (Southern Seaward)","All types of fishing, except as indicated in prohibited activities below.","To take, kill, possess, sell, or offer for sale, any specimen of the following: Hawaiian stingray, broad stingray, pelagic stingray, spotted eagle ray, blacktip reef shark, gray reef shark, whitetip reef shark, tiger shark, whale shark, horned helmet, and Triton’s trumpet. See administrative rule for species list. To engage in SCUBA spearfishing, possess both SCUBA gear and a spear at the same time, or possess SCUBA gear and any specimen of speared aquatic life at the same time. Collect aquatic life for aquarium purposes. Possess aquarium collecting gear, or take or possess any aquatic life for aquarium purposes, except aboard a vessel in active transit through those areas, provided no collecting gear is in the water during transit. Boats adrift, anchored or moored are not considered to be in transit. To engage in fish feeding. To engage in lay net fishing. Additional restrictions apply for certain activities and gear types; visit the website for more details.",N/A,"Any person violating any provision of this chapter, or any term or condition of any permit issued pursuant to this chapter, shall be subject to the provisions of sections 187A-12.5 and 188-70, Hawaii Revised Statutes, or as may be otherwise provided by law.",Visit the website or administrative rules for lay net registration and use requirements and details on aquarium permitting restrictions.,4242545.45913647,14321.3665023817
60,Waiākea Public Fishing Area,Waiakea Public Fishing Area,http://dlnr.hawaii.gov/dar/fishing/fishing-regulations/regulated-areas/regulated-fishing-areas-on-hawaii/#waiakea-public-fishing-area,HAR 13-63,http://dlnr.hawaii.gov/dar/files/2014/05/ch63.pdf,N/A,FMA,Public Fishing Area,"The Waiākea Public Fishing Area includes that portion of the Waiākea fish pond in the Wailoa River State Park in Hilo, south of the footbridge over Wailoa River, including the flood control channel and Mahohuli fish pond. A boat launching ramp is located within the park. Rules of the state parks system also apply to the use of the facility.","To fish with not more than one line and one lure, or two single hooks in tandem no more than two inches apart. To use a dip net not exceeding 18 inches in diameter to land crabs lured to baited lines or to catch shrimp for bait purposes. To fish for, take or possess an overall total of 20 fishes that include āholehole, ulua (including pāpio) and mullet, provided mullet shall not comprise more than ten fishes. With a valid Freshwater Game Fishing License, to fish for, take or possess any introduced freshwater game fishes.","To operate boats for purposes other than fishing; to use boats constructed of material other than wood unless provided with flotation to render the boat unsinkable; for any juvenile under 13 years old to operate any boat unless accompanied by an adult 18 years of age or older; to propel any boat with a fossil fuel motor; to operate any boat between 7:30 pm and 6:30 am; or to operate a boat at any time without a life preserver for each occupant. To permanently moor any boat. To swim, water ski or engage in any other activity requiring immersion. To snag any fish. To enter into or fish in any area posted as fishing reserves or prohibited fishing zones. To fish for mullet during the closed season. To take or possess more than 3 Samoan crabs per day, or any Samoan crab less than 6 inches in width. To possess or use a spear.",N/A,A person violating the provisions of this chapter shall be guilty of a petty misdemeanor and punished as provided by law.,,120707.63098694,3318.78740012751
61,Ka Lae (South Point) Bottomfish Restricted Fishing Area (M),Ka Lae (South Pt) (BRFA M),http://dlnr.hawaii.gov/dar/fishing/bottom-fishing/,"HAR 13-94, HAR 13-74",http://dlnr.hawaii.gov/dar/files/2014/05/ch94.pdf,N/A,FMA,Bottomfish Restricted Fishing Area,Hawai‘i Island,N/A,"Unlawful for any person to take or possess bottomfish while in a vessel that is drifting or anchored within any bottomfish restricted fishing area, except in times of emergency. Bottomfish species covered by these rules include: a) ‘ula‘ula koa‘e or onaga (Etelis coruscans); b) ‘ula‘ula or ehu (E. carbunculus); c) kalekale (Pristipomoides sieboldii); d) ‘ōpakapaka (P. filamentosus); e) ‘ūkīkiki or gindai (P. zonatus); f) hāpu‘u (Epinephelus quernus); and g) lehi (Aphareus rutilans). These species are often referred to as the “Deep 7.”",N/A,"A person violating this chapter, or the terms and conditions of any license or permit issued as provided by this chapter, shall be punished as provided by law.",,53561286.2451418,33295.4441988809
62,Lele‘iwi Point Bottomfish Restricted Fishing Area (L),Leleiwi Pt (BRFA L),http://dlnr.hawaii.gov/dar/fishing/bottom-fishing/,"HAR 13-94, HAR 13-74",http://dlnr.hawaii.gov/dar/files/2014/05/ch94.pdf,N/A,FMA,Bottomfish Restricted Fishing Area,Hawai‘i Island,N/A,"Unlawful for any person to take or possess bottomfish while in a vessel that is drifting or anchored within any bottomfish restricted fishing area, except in times of emergency. Bottomfish species covered by these rules include: a) ‘ula‘ula koa‘e or onaga (Etelis coruscans); b) ‘ula‘ula or ehu (E. carbunculus); c) kalekale (Pristipomoides sieboldii); d) ‘ōpakapaka (P. filamentosus); e) ‘ūkīkiki or gindai (P. zonatus); f) hāpu‘u (Epinephelus quernus); and g) lehi (Aphareus rutilans). These species are often referred to as the “Deep 7.”",N/A,"A person violating this chapter, or the terms and conditions of any license or permit issued as provided by this chapter, shall be punished as provided by law.",,118151590.990469,50827.9768015836
63,Upolu Point Bottomfish Restricted Fishing Area (K),Upolu Pt (BRFA K),http://dlnr.hawaii.gov/dar/fishing/bottom-fishing/,"HAR 13-94, HAR 13-74",http://dlnr.hawaii.gov/dar/files/2014/05/ch94.pdf,N/A,FMA,Bottomfish Restricted Fishing Area,Hawai‘i Island,N/A,"Unlawful for any person to take or possess bottomfish while in a vessel that is drifting or anchored within any bottomfish restricted fishing area, except in times of emergency. Bottomfish species covered by these rules include: a) ‘ula‘ula koa‘e or onaga (Etelis coruscans); b) ‘ula‘ula or ehu (E. carbunculus); c) kalekale (Pristipomoides sieboldii); d) ‘ōpakapaka (P. filamentosus); e) ‘ūkīkiki or gindai (P. zonatus); f) hāpu‘u (Epinephelus quernus); and g) lehi (Aphareus rutilans). These species are often referred to as the “Deep 7.”",N/A,"A person violating this chapter, or the terms and conditions of any license or permit issued as provided by this chapter, shall be punished as provided by law.",,907319224.23929,144890.392360802
65,Penguin Bank Bottomfish Restricted Fishing Area (F),Penguin Bank (BRFA F),http://dlnr.hawaii.gov/dar/fishing/bottom-fishing/,"HAR 13-94, HAR 13-74",http://dlnr.hawaii.gov/dar/files/2014/05/ch94.pdf,N/A,FMA,Bottomfish Restricted Fishing Area,Maui Nui,N/A,"Unlawful for any person to take or possess bottomfish while in a vessel that is drifting or anchored within any bottomfish restricted fishing area, except in times of emergency. Bottomfish species covered by these rules include: a) ‘ula‘ula koa‘e or onaga (Etelis coruscans); b) ‘ula‘ula or ehu (E. carbunculus); c) kalekale (Pristipomoides sieboldii); d) ‘ōpakapaka (P. filamentosus); e) ‘ūkīkiki or gindai (P. zonatus); f) hāpu‘u (Epinephelus quernus); and g) lehi (Aphareus rutilans). These species are often referred to as the “Deep 7.”",N/A,"A person violating this chapter, or the terms and conditions of any license or permit issued as provided by this chapter, shall be punished as provided by law.",,268595777.651351,67422.871354607
64,Mokumana - Umalei Point Bottomfish Restricted Fishing Area (J),Mokumana-Umalei Pt (BRFA J),http://dlnr.hawaii.gov/dar/fishing/bottom-fishing/,"HAR 13-94, HAR 13-74",http://dlnr.hawaii.gov/dar/files/2014/05/ch94.pdf,N/A,FMA,Bottomfish Restricted Fishing Area,Maui,N/A,"Unlawful for any person to take or possess bottomfish while in a vessel that is drifting or anchored within any bottomfish restricted fishing area, except in times of emergency. Bottomfish species covered by these rules include: a) ‘ula‘ula koa‘e or onaga (Etelis coruscans); b) ‘ula‘ula or ehu (E. carbunculus); c) kalekale (Pristipomoides sieboldii); d) ‘ōpakapaka (P. filamentosus); e) ‘ūkīkiki or gindai (P. zonatus); f) hāpu‘u (Epinephelus quernus); and g) lehi (Aphareus rutilans). These species are often referred to as the “Deep 7.”",N/A,"A person violating this chapter, or the terms and conditions of any license or permit issued as provided by this chapter, shall be punished as provided by law.",,161022344.5834,56118.3972846769
68,Makapu‘u Point Bottomfish Restricted Fishing Area (E) ,Makapuu Pt (BRFA E),http://dlnr.hawaii.gov/dar/fishing/bottom-fishing/,"HAR 13-94, HAR 13-74",http://dlnr.hawaii.gov/dar/files/2014/05/ch94.pdf,N/A,FMA,Bottomfish Restricted Fishing Area,O‘ahu,N/A,"Unlawful for any person to take or possess bottomfish while in a vessel that is drifting or anchored within any bottomfish restricted fishing area, except in times of emergency. Bottomfish species covered by these rules include: a) ‘ula‘ula koa‘e or onaga (Etelis coruscans); b) ‘ula‘ula or ehu (E. carbunculus); c) kalekale (Pristipomoides sieboldii); d) ‘ōpakapaka (P. filamentosus); e) ‘ūkīkiki or gindai (P. zonatus); f) hāpu‘u (Epinephelus quernus); and g) lehi (Aphareus rutilans). These species are often referred to as the “Deep 7.”",N/A,"A person violating this chapter, or the terms and conditions of any license or permit issued as provided by this chapter, shall be punished as provided by law.",,189226177.036175,58637.2107894621
69,Ka‘ena Point Bottomfish Restricted Fishing Area (D) ,Kaena Pt (BRFA D),http://dlnr.hawaii.gov/dar/fishing/bottom-fishing/,"HAR 13-94, HAR 13-74",http://dlnr.hawaii.gov/dar/files/2014/05/ch94.pdf,N/A,FMA,Bottomfish Restricted Fishing Area,O‘ahu,N/A,"Unlawful for any person to take or possess bottomfish while in a vessel that is drifting or anchored within any bottomfish restricted fishing area, except in times of emergency. Bottomfish species covered by these rules include: a) ‘ula‘ula koa‘e or onaga (Etelis coruscans); b) ‘ula‘ula or ehu (E. carbunculus); c) kalekale (Pristipomoides sieboldii); d) ‘ōpakapaka (P. filamentosus); e) ‘ūkīkiki or gindai (P. zonatus); f) hāpu‘u (Epinephelus quernus); and g) lehi (Aphareus rutilans). These species are often referred to as the “Deep 7.”",N/A,"A person violating this chapter, or the terms and conditions of any license or permit issued as provided by this chapter, shall be punished as provided by law.",,84882457.2878267,41655.9399217353
70,Ka‘ula Rock Bottomfish Restricted Fishing Area (A),Kaula Rock (BRFA A),http://dlnr.hawaii.gov/dar/fishing/bottom-fishing/,"HAR 13-94, HAR 13-74",http://dlnr.hawaii.gov/dar/files/2014/05/ch94.pdf,N/A,FMA,Bottomfish Restricted Fishing Area,West of Ni‘ihau,N/A,"Unlawful for any person to take or possess bottomfish while in a vessel that is drifting or anchored within any bottomfish restricted fishing area, except in times of emergency. Bottomfish species covered by these rules include: a) ‘ula‘ula koa‘e or onaga (Etelis coruscans); b) ‘ula‘ula or ehu (E. carbunculus); c) kalekale (Pristipomoides sieboldii); d) ‘ōpakapaka (P. filamentosus); e) ‘ūkīkiki or gindai (P. zonatus); f) hāpu‘u (Epinephelus quernus); and g) lehi (Aphareus rutilans). These species are often referred to as the “Deep 7.”",N/A,"A person violating this chapter, or the terms and conditions of any license or permit issued as provided by this chapter, shall be punished as provided by law.",,85912080.4528831,42110.3041069291
71,Ni‘ihau Bottomfish Restricted Fishing Area (B),Niihau (BRFA B),http://dlnr.hawaii.gov/dar/fishing/bottom-fishing/,"HAR 13-94, HAR 13-74",http://dlnr.hawaii.gov/dar/files/2014/05/ch94.pdf,N/A,FMA,Bottomfish Restricted Fishing Area,Ni‘ihau,N/A,"Unlawful for any person to take or possess bottomfish while in a vessel that is drifting or anchored within any bottomfish restricted fishing area, except in times of emergency. Bottomfish species covered by these rules include: a) ‘ula‘ula koa‘e or onaga (Etelis coruscans); b) ‘ula‘ula or ehu (E. carbunculus); c) kalekale (Pristipomoides sieboldii); d) ‘ōpakapaka (P. filamentosus); e) ‘ūkīkiki or gindai (P. zonatus); f) hāpu‘u (Epinephelus quernus); and g) lehi (Aphareus rutilans). These species are often referred to as the “Deep 7.”",N/A,"A person violating this chapter, or the terms and conditions of any license or permit issued as provided by this chapter, shall be punished as provided by law.",,40754795.4468271,26849.1716186584
72,Makahu‘ena Bottomfish Restricted Fishing Area (C) ,Makahuena (BRFA C),http://dlnr.hawaii.gov/dar/fishing/bottom-fishing/,"HAR 13-94, HAR 13-74",http://dlnr.hawaii.gov/dar/files/2014/05/ch94.pdf,N/A,FMA,Bottomfish Restricted Fishing Area,Kaua‘i,N/A,"Unlawful for any person to take or possess bottomfish while in a vessel that is drifting or anchored within any bottomfish restricted fishing area, except in times of emergency. Bottomfish species covered by these rules include: a) ‘ula‘ula koa‘e or onaga (Etelis coruscans); b) ‘ula‘ula or ehu (E. carbunculus); c) kalekale (Pristipomoides sieboldii); d) ‘ōpakapaka (P. filamentosus); e) ‘ūkīkiki or gindai (P. zonatus); f) hāpu‘u (Epinephelus quernus); and g) lehi (Aphareus rutilans). These species are often referred to as the “Deep 7.”",N/A,"A person violating this chapter, or the terms and conditions of any license or permit issued as provided by this chapter, shall be punished as provided by law.",,50793506.7185198,39419.0409511284
73,Ha‘ena Community-Based Fishing Area,Haena CBFA,http://dlnr.hawaii.gov/dar/fishing/fishing-regulations/regulated-areas/regulated-fishing-areas-on-kauai/#haena-community-based-subsistence-fishing-area,"HAR 13-60.8, HRS 188-22.9",http://dlnr.hawaii.gov/dar/files/2015/08/ch60.8.pdf,http://www.capitol.hawaii.gov/hrscurrent/Vol03_Ch0121-0200D/HRS0188/HRS_0188-0022_0009.htm,CBFA,Community Based Fishing Area,"The Hā‘ena Community-Based Subsistence Fishing Area (CBSFA) includes the waters and submerged lands from the shoreline to a distance of one mile off the northwestern coast of Kaua‘i, bounded by a straight line extending seaward at the boundary between Hā‘ena State Park and Nā Pali State Park, and a straight line extending seaward at the boundary between Hā‘ena and Wainiha, as shown.","Pole spears 8 feet or less. Up to two fishing poles per person, with no more than two hooks per line. Throw nets. Pa‘ipa‘i net or surround gill net fishing methods, as long as the nets are deployed from shore or from a vessel less than 14 feet long. Two people must be within five feet of the net at all times while it is deployed. Scoop nets, but may not be used at night (between 6:00 pm and 6:00 am). Limit of three specimens of marine life may be taken with scoop net per day. Taking of limu by hand harvest only. Vessels with prohibited gear onboard may transit through the CBSFA as long as they remain outside the Vessel Transit Boundary (see boundaries below).","Fish feeding. Taking of live shells. Taking of live or empty shells while using SCUBA. Spear guns. Spearing at night (between 6:00 pm and 6:00 am). Lay nets. Selling or offering for sale any marine life taken from within the area. Possession of prohibited fishing gear, except outside the Vessel Transit Boundary. Taking, altering, defacing, destroying, possessing, or removing any sand, coral, rock, or other geological feature or specimen. Additional bag limits and boundary restrictions apply; visit the website for more information.","In addition to the prohibitions described in section 13-60.8-5(c), it is unlawful for any person to enter the Makua Pu‘uhonua except with a special activity permit issued by the board under section 187A-6, HRS, under such terms and conditions allowing such entry and as deemed necessary for educational, scientific, or other purposes not inconsistent with sections 187A-6 and 188-53, HRS, provided that: (1) The board may revoke any permit for any infraction of the terms and conditions of the permit; and (2) A person whose permit was revoked shall not be eligible to apply for another permit until one year after the date of revocation. Native Hawaiian traditional and customary rights recognized under article XII, section 7, of the Hawaii State Constitution shall not be abridged. ","(a) Any person who violates any provision of this chapter, or the terms and conditions of any permit issued applicable to this chapter, shall be subject to administrative fines of: (1) Not less than $100 and not more than $1,000 for a first violation; (2) Not less than $200 and not more than $2,000 for a second violation within five years of any prior violation; and (3) Not less than $500 and not more than $3,000 for a third or subsequent violation within a five year period of any prior violation. (b) In addition to subsection (a), a fine of up to $1,000 may be levied for each specimen of aquatic life taken, killed, or damaged in violation of this chapter. (c) Any administrative fine imposed under this section for any violation of a provision of this chapter shall not preclude the imposition of criminal penalties pursuant to section 188-70, HRS, or as may be otherwise provided by law.","Bag Limits: ‘Opihi, pipipi, kūpe‘e, and pūpū: no harvest through November 30, 2017. Beginning December 1, 2017, limit of 20 total combined per day from the ‘Opihi Management Area only; Lobster: limit of two per day, hand harvest only; Urchins: limit of five per species per day; He‘e: limit of two per day; may be taken only by hand harvest or with a stick no more than two feet in length.",9220812.13530863,15342.8462943875
74,Honolulu Harbor ,Honolulu Harbor,http://dlnr.hawaii.gov/dar/fishing/fishing-regulations/regulated-areas/regulated-fishing-areas-on-oahu/#honolulu-harbor,HRS 188-34,N/A,http://www.capitol.hawaii.gov/hrscurrent/Vol03_Ch0121-0200D/HRS0188/HRS_0188-0034.htm,Statutory,Statutory,Honolulu Harbor is the primary port on the southern coast of O‘ahu.,Commercial Marine licensees with a Bait License may take baitfish during periods scheduled by the harbor master.,"Unlawful to take fish by means of any draw, drag or seine net.",N/A,Not specified,,1539934.81239462,16801.610667161
78,‘Ewa Limu Management Area,Ewa Limu Management Area,http://dlnr.hawaii.gov/dar/fishing/fishing-regulations/regulated-areas/regulated-fishing-areas-on-oahu/#ewa-limu-management-area,HRS 188-22.8,N/A,http://www.capitol.hawaii.gov/hrscurrent/Vol03_Ch0121-0200D/HRS0188/HRS_0188-0022_0008.htm,Statutory,Statutory,"The ‘Ewa Limu Management Area is located in the waters off ‘Ewa Beach on the south shore of O‘ahu, and extends from the western edge of the gunnery range to Mu‘umu‘u Street, from the shoreline 150 feet seaward.",N/A,"To pick, gather, harvest or otherwise take limu without a permit."," This section shall not apply to any person exercising native Hawaiian gathering rights and traditional cultural practices as authorized by law or as permitted by the department of land and natural resources pursuant to article XII, section 7 of the Hawaii state constitution.",Not specified,,115678.612305305,5151.50914583991
79,Kapālama Canal,Kapalama Canal,http://dlnr.hawaii.gov/dar/fishing/fishing-regulations/regulated-areas/regulated-fishing-areas-on-oahu/#ala-wai-canal-kapalama-canal,HRS 188-35,N/A,http://www.capitol.hawaii.gov/hrscurrent/Vol03_Ch0121-0200D/HRS0188/HRS_0188-0035.htm,Statutory,Statutory,"Ala Wai Canal is located immediately north of Waikīkī, and for the purposes described here includes the Manoa-Pālolo drainage canal at the mouth of Manoa and Pālolo Streams. Kapālama Canal is located at the mouth of Kapālama Stream, north of Sand Island.","To take any legal size fish in season with one line, or one rod and line, with no more than two hooks. To take crabs with not more than 10 nets, provided the nets are not more than two feet in diameter. To take shrimp for bait with a hand net, provided that the net is not more than three feet in any dimension. Within the Ala Wai Canal only, take up to 50 “tabai” or mosquito fish, ‘o‘opu akupa, tilapia or a combination thereof per day for non-commercial purposes, with a single small mesh net, provided the net including the handle and any attachment is not more than three feet in any dimension. Commercial Marine licensees with a Bait License may take nehu, iao, and other authorized baitfish for bait purposes. Licensed pond owners or operators may take young mullet (pua) or other small fish for stocking their fishpond.","To fish in or take aquatic life, except as indicated in permitted activities above.","The department may issue licenses at its discretion and at any time may revoke any or all licenses when, in its judgment, the action is necessary to preserve the stock of fish in the canals or waters.",Not specified,,45403.1181476427,2933.57855950337
75,Waialua Bay (Hale‘iwa Harbor),Waialua Bay (Haleiwa Harbor),http://dlnr.hawaii.gov/dar/fishing/fishing-regulations/regulated-areas/regulated-fishing-areas-on-oahu/#waialua-bay-haleiwa-harbor,HRS 188-35,N/A,http://www.capitol.hawaii.gov/hrscurrent/Vol03_Ch0121-0200D/HRS0188/HRS_0188-0035.htm,Statutory,Statutory,"That portion of Waialua Bay at Hale‘iwa bounded by lines drawn 100 yards seaward of and parallel to the Hale‘iwa Harbor Breakwater and 100 yards seaward of and parallel to the Hale‘iwa Beach Groin, and inland by a line ten yards downstream of and parallel to the Anahulu Bridge.","To take any legal size fish in season with one line, or one rod and line, with no more than two hooks. To take crabs with not more than 10 nets, provided the nets are not more than two feet in diameter. To take shrimp for bait with a hand net, provided that the net is not more than three feet in any dimension. Commercial Marine licensees with a Bait License may take nehu, iao, and other authorized baitfish for bait purposes. Licensed pond owners or operators may take young mullet (pua) or other small fish for stocking their fishpond.","To fish in or take aquatic life, except as indicated in permitted activities above.","The department may issue licenses at its discretion and at any time may revoke any or all licenses when, in its judgment, the action is necessary to preserve the stock of fish in the canals or waters.",Not specified,,161014.124103717,3782.40280051093
76,Pōka‘ī Bay,Pokai Bay,http://dlnr.hawaii.gov/dar/fishing/fishing-regulations/regulated-areas/regulated-fishing-areas-on-oahu/#pokai-bay,HRS 188-35,N/A,http://www.capitol.hawaii.gov/hrscurrent/Vol03_Ch0121-0200D/HRS0188/HRS_0188-0035.htm,Statutory,Statutory,"That portion of Pōka‘ī Bay including the Pōka‘ī Boat Harbor and the Wai‘anae Small Boat Harbor, the seaward boundary a straight line from Kaneilio Point to Lahilahi Point, and the northwestern boundary a straight line extending southwest from the point immediately seaward of Wai‘anae High School.","To take any legal size fish in season with one line, or one rod and line, with no more than two hooks. To take crabs with not more than 10 nets, provided the nets are not more than two feet in diameter. To take shrimp for bait with a hand net, provided that the net is not more than three feet in any dimension. Commercial Marine licensees with a Bait License may take nehu, iao, and other authorized baitfish for bait purposes. Licensed pond owners or operators may take young mullet (pua) or other small fish for stocking their fishpond.","To fish in or take aquatic life, except as indicated in permitted activities above.","The department may issue licenses at its discretion and at any time may revoke any or all licenses when, in its judgment, the action is necessary to preserve the stock of fish in the canals or waters.",Not specified,,847297.228998458,8300.80875999133
77,Heʻeia Kea Wharf,Heeia Kea Wharf,http://dlnr.hawaii.gov/dar/fishing/fishing-regulations/regulated-areas/regulated-fishing-areas-on-oahu/#heeia-kea-wharf,HRS 188-35,N/A,http://www.capitol.hawaii.gov/hrscurrent/Vol03_Ch0121-0200D/HRS0188/HRS_0188-0035.htm,Statutory,Statutory,"Heʻeia Kea Wharf is located at Heʻeia Kea Boat Harbor on Kāneʻohe Bay, Oʻahu.","To take any legal size fish in season with one line, or one rod and line, with no more than two hooks. To take crabs with not more than 10 nets, provided the nets are not more than two feet in diameter. To take shrimp for bait with a hand net, provided that the net is not more than three feet in any dimension. Commercial Marine licensees with a Bait License may take nehu, iao, and other authorized baitfish for bait purposes. Licensed pond owners or operators may take young mullet (pua) or other small fish for stocking their fishpond.","To fish in or take aquatic life, except as indicated in permitted activities above.","The department may issue licenses at its discretion and at any time may revoke any or all licenses when, in its judgment, the action is necessary to preserve the stock of fish in the canals or waters.",Not specified,,17741.8407239235,1408.38702380753
80,Ala Wai Canal,Ala Wai Canal,http://dlnr.hawaii.gov/dar/fishing/fishing-regulations/regulated-areas/regulated-fishing-areas-on-oahu/#ala-wai-canal-kapalama-canal,HRS 188-35,N/A,http://www.capitol.hawaii.gov/hrscurrent/Vol03_Ch0121-0200D/HRS0188/HRS_0188-0035.htm,Statutory,Statutory,"Ala Wai Canal is located immediately north of Waikīkī, and for the purposes described here includes the Manoa-Pālolo drainage canal at the mouth of Manoa and Pālolo Streams. Kapālama Canal is located at the mouth of Kapālama Stream, north of Sand Island.","To take any legal size fish in season with one line, or one rod and line, with no more than two hooks. To take crabs with not more than 10 nets, provided the nets are not more than two feet in diameter. To take shrimp for bait with a hand net, provided that the net is not more than three feet in any dimension. Within the Ala Wai Canal only, take up to 50 “tabai” or mosquito fish, ‘o‘opu akupa, tilapia or a combination thereof per day for non-commercial purposes, with a single small mesh net, provided the net including the handle and any attachment is not more than three feet in any dimension. Commercial Marine licensees with a Bait License may take nehu, iao, and other authorized baitfish for bait purposes. Licensed pond owners or operators may take young mullet (pua) or other small fish for stocking their fishpond.","To fish in or take aquatic life, except as indicated in permitted activities above.","The department may issue licenses at its discretion and at any time may revoke any or all licenses when, in its judgment, the action is necessary to preserve the stock of fish in the canals or waters.",Not specified,,222237.751987441,9337.15281806684
81,Kapa‘a and Waika‘ea Canals,Kapaa & Waikaea Canals,http://dlnr.hawaii.gov/dar/fishing/fishing-regulations/regulated-areas/regulated-fishing-areas-on-kauai/#kapaa-and-waikaea-canals,HRS 188-35,N/A,http://www.capitol.hawaii.gov/hrscurrent/Vol03_Ch0121-0200D/HRS0188/HRS_0188-0035.htm,Statutory,Statutory,Kapa‘a and Waika‘ea Canals are located in the city of Kapa‘a on the east coast of Kaua‘i.,"To take any legal size fish in season with one line, or one rod and line, with no more than two hooks. To take crabs with not more than 10 nets, provided the nets are not more than two feet in diameter. To take shrimp for bait with a hand net, provided that the net is not more than three feet in any dimension. Commercial Marine licensees with a Bait License may take nehu, iao, and other authorized baitfish for bait purposes. Licensed pond owners or operators may take young mullet (pua) or other small fish for stocking their fishpond.","To fish for or take aquatic life, except as indicated in permitted activities above.","The department may issue licenses at its discretion and at any time may revoke any or all licenses when, in its judgment, the action is necessary to preserve the stock of fish in the canals or waters.",Not specified,,48079.8582638523,4500.06185025753
